"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1899586510212706316","Tue Mar 11 22:21:31 +0000 2025","3","Masalah Indonesia: 1. Daya beli turun 2. Harga bahan pokok meroket 3. Megakorupsi instansi pemerintah 4. Badai PHK 5. Efisiensi Yang digencarkan pemerintah: 1. Bikin danantara 2. Angkat banyak stafsus 3. Naikin anggaran MBG 4. Suruh tanam cabai sendiri 5. Bikin koperasi (?)","1899586510212706316","","","in","","0","0","0","https://x.com/joondeey/status/1899586510212706316","1124461862840487937","joondeey"
"1899586294243860762","Tue Mar 11 22:20:39 +0000 2025","0","kok bisa ini satu negara belum ambil demo besar besaran padahal hampir semua lini terdampak efisiensi wkwkwk","1899586294243860762","","","in","ESFJ-T","0","0","0","https://x.com/thalasopie/status/1899586294243860762","1896092961857011712","thalasopie"
"1899585672207609895","Tue Mar 11 22:18:11 +0000 2025","0","1v1 Mo Salah iki ngeri mulane selalu ditutup 2-3 pemain","1899585672207609895","","","in","Anfield","0","0","0","https://x.com/titojhr/status/1899585672207609895","443285366","titojhr"
"1899572082578771985","Tue Mar 11 22:16:06 +0000 2025","0","@mharisfr Efisiensi ge bayar thr ojol ","1899585148808732704","","mharisfr","in","Magelang, Jawa Tengah","0","0","0","https://x.com/oejensaka/status/1899585148808732704","452611997","oejensaka"
"1899530047519891923","Tue Mar 11 22:14:45 +0000 2025","0","@wandersmouche efisiensi ","1899584807321153708","","wandersmouche","es","DNFWC ","0","0","0","https://x.com/moominju_/status/1899584807321153708","1472109682269376515","moominju_"
"1899413482652791280","Tue Mar 11 22:11:48 +0000 2025","0","@andikamalreza efisiensi tapi bagi bagi jabatan mulu","1899584063687848344","","andikamalreza","in","🪼","0","0","0","https://x.com/rouvenoir/status/1899584063687848344","1382222843438501888","rouvenoir"
"1899583765355331770","Tue Mar 11 22:10:36 +0000 2025","0","Hal-hal edukatif kayak gini malah hilang gara-gara efisiensi tai lah gemoy tukang tipu!","1899583765355331770","","","in","Jawa Tengah, Indonesia","0","0","0","https://x.com/Arifineyusuf/status/1899583765355331770","109530998","Arifineyusuf"
"1899248479987535963","Tue Mar 11 22:08:51 +0000 2025","9","@margianta @andikamalreza Kalau nonton The Witch dia bakal tau kalau anak muda tidak suka diajak ngobrol penjual terlalu lama apalagi sampe topik personal. Hanya orang tua yg suka belanja sambil ngobrol kemana mana sama penjual/kasir","1899583322906619999","","margianta","in","Jakarta Capital Region","0","3","0","https://x.com/HeyyTaiiyo/status/1899583322906619999","79881196","HeyyTaiiyo"
"1899582216851870193","Tue Mar 11 22:04:27 +0000 2025","4","selama asn dan karyawan swasta dipandang sebagai beban dan bukan aset selama itu juga perspektif kepada pekerja negara dan swasta pun sama: efisiensi korupsi eksploitasi kapitalisasi.","1899582216851870193","","","in","","0","0","0","https://x.com/hanipterusjir/status/1899582216851870193","1511510025486757891","hanipterusjir"
"1899575905552593299","Tue Mar 11 22:00:35 +0000 2025","0","@sekopcecil efek efisiensi airnya dipending","1899581241038618919","","sekopcecil","in","","0","0","0","https://x.com/NESVERLAND/status/1899581241038618919","2420744467","NESVERLAND"
"1899215177863889373","Tue Mar 11 21:54:53 +0000 2025","0","@pangimbalas Kacau boomer efisiensi","1899579807798845854","","pangimbalas","in","Grand Hall of Monte Carlo","0","0","0","https://x.com/Randomsapiens27/status/1899579807798845854","1336941700011290625","Randomsapiens27"
"1899399140377075866","Tue Mar 11 21:54:35 +0000 2025","0","@kompascom Kurang lengkap tweetnya. Bagus aja pake AI coba dirutnya juga diganti AI. AI emang bisa mengerjakan semuanya otomatis. Tp AI juga butuh input dan didikte. Ketauan otaknya suka merendahkan/meremehkan orang lain pantes aja suka main pecat anak orang pake alasan efisiensi. https://t.co/k0QS0BmdCi","1899579732930568383","https://pbs.twimg.com/media/GlyntgAa0AAgT6F.jpg","kompascom","in","","0","0","0","https://x.com/TosManda/status/1899579732930568383","1726356230","TosManda"
"1899474025870696720","Tue Mar 11 21:52:58 +0000 2025","1","@deddysitorus berapa ratus ribu pegawai honorer yang udah mengabdi selama puluhan tahun dan rela dgaji kecil demi untuk nafkahi keluarganya sekarang impian mereka harus tertunda selama satu tahun dan mungkin bisa lebih karena efek efisiensi dan pembuatan danantara jahat sekali","1899579327433633837","","deddysitorus","in","","0","0","0","https://x.com/arkanamaheswara/status/1899579327433633837","1466707969576366082","arkanamaheswara"
"1899419145772646693","Tue Mar 11 21:51:17 +0000 2025","6","@rendi_on @BosPurwa @nguyenengh @prabowo Gini Bang! Kami sudah bilang waktu Prabowo janji MBG lanjutkan IKN dan janji2 lainnya.. uangnya dari mana? Terbukti sekarang emang gak ada duitnya. Sampae segala gas lpg mau dibatesin efisiensi ukt mau naik (diralat) sampai cpns ditunda. Semua karena gak ada duitnya! https://t.co/tA1LgaSFSv","1899578904211574972","https://pbs.twimg.com/tweet_video_thumb/Glyo8KDbEAADF21.jpg","rendi_on","in","","0","0","0","https://x.com/TraderDhan27089/status/1899578904211574972","1722513448142270464","TraderDhan27089"
"1899400432759529627","Tue Mar 11 21:51:08 +0000 2025","0","@RajaJuliAntoni @kemenhut_ri Urusan open house apa kagak aja pake dirapatkan segala. Padahal cukup bikin surat edaran sebar di grup WA. Efisiensi listrik.","1899578863145136580","","RajaJuliAntoni","in","","0","0","0","https://x.com/anaknyasiape/status/1899578863145136580","952430549372616704","anaknyasiape"
"1899578380472983796","Tue Mar 11 21:50:30 +0000 2025","0","Anggaran pendidikan kena efisiensi masih terlalu lucu sih di kepala gw gimana bisa menuju indonesia emas kalo dana pendidikan anak anak bangsa aja kena pangkas :V","1899578705456025699","","echanbekasi","in","rant, contains harshwords.","0","0","0","https://x.com/echanbekasi/status/1899578705456025699","1415113047056678913","echanbekasi"
"1899578539424588017","Tue Mar 11 21:49:50 +0000 2025","1","Ditengah Efisiensi Anggaran Edunex ITB malah update UI jadi lebih bagus njir https://t.co/xmRsxzTmIZ","1899578539424588017","https://pbs.twimg.com/media/GlyonWXaoAEiPWz.jpg","","in","Indonesia","0","0","0","https://x.com/rifal_pamuji/status/1899578539424588017","1390788845860311040","rifal_pamuji"
"1899578380472983796","Tue Mar 11 21:49:13 +0000 2025","0","Damnnnn semangat all tahun kemarin gue terdata dtks dan desil 2 aja udah gratis tapi tahun ini beda yak aturannya harus terdata kip juga (efek so called efisiensi itu pasti y","1899578380472983796","","","in","rant, contains harshwords.","0","1","0","https://x.com/echanbekasi/status/1899578380472983796","1415113047056678913","echanbekasi"
"1899578374294749469","Tue Mar 11 21:49:11 +0000 2025","0","Efek efisiensi ekonomi jelek cukup ngaruh juga","1899578374294749469","","","in","Jakarta Capital Region","0","0","0","https://x.com/ningseulies/status/1899578374294749469","1271108715203055617","ningseulies"
"1899578198188519834","Tue Mar 11 21:48:29 +0000 2025","0","Efisiensi","1899578198188519834","","","es","🦄","0","0","0","https://x.com/milkumalt/status/1899578198188519834","1379445311395913729","milkumalt"
"1899573760455582163","Tue Mar 11 21:45:36 +0000 2025","0","@tissuebekass tempat lu kena efek efisiensi juga bang?","1899577471424716996","","tissuebekass","in","Bekasi","0","1","0","https://x.com/malxblau/status/1899577471424716996","4729207471","malxblau"
"1898724005198340375","Tue Mar 11 21:44:51 +0000 2025","1","@ghiffardana @emgininamakuu sekarang malah pada diem mlempem kek kerupuk kadaluarsa njir lah wkwkwkwk makan tuh mereka MBG MBG efisiensi anggaran","1899577282857148427","","ghiffardana","in","smr","0","1","0","https://x.com/7cking_maddd/status/1899577282857148427","1445160542209937409","7cking_maddd"
"1899575905552593299","Tue Mar 11 21:44:36 +0000 2025","0","@sekopcecil wkwkw efisiensi gini ni","1899577219758113043","","sekopcecil","in","DKI Jakarta, Indonesia","0","0","0","https://x.com/dailyanakkost/status/1899577219758113043","2515437157","dailyanakkost"
"1899487167589867533","Tue Mar 11 21:40:09 +0000 2025","8","@ggrahaning Fr!!! Infonya mendadak bgtt. Kena efisiensi kali yaa makanya diinfoin mendadak wkwkwk","1899576101279764817","","ggrahaning","in","INTJ","0","1","0","https://x.com/hazeelcore/status/1899576101279764817","1542359369375154176","hazeelcore"
"1899575963119480996","Tue Mar 11 21:39:36 +0000 2025","0","Boong kalo gak kena efisiensi lol","1899575963119480996","","","in","","0","0","0","https://x.com/youshee_/status/1899575963119480996","1826517089085259780","youshee_"
"1899320608296665175","Tue Mar 11 21:38:19 +0000 2025","1","@txtdrimedia Ini poli-tikus apa ngak hapal dana pendidikan kesehatan udah di efisiensi sama ketum partai yah.. https://t.co/SqxpOtcaZM","1899575639579193763","https://pbs.twimg.com/media/Glyl-lpXQAAac3Y.jpg","txtdrimedia","in","Jakarta Capital Region","0","0","0","https://x.com/bakanosan1/status/1899575639579193763","1604650474724265985","bakanosan1"
"1899462816199020545","Tue Mar 11 21:37:47 +0000 2025","11","@TirtoID Ini malah jadi tdk efisiensi anggaran ketemunya. Tinggal Mereka lgsg kerja. Sesuai penempatan. Gaji kn biasa di rapel 3 bln selanjutnya. Yg ptg mereka pnya kepastian hukum jelas.Bisa lebih tenang. SK bisa di masukkan bank utk makan mencukupi kehidupannya.selama blm digaji penuh.","1899575506674286737","","TirtoID","in","Semarang, Jawa Tengah","0","0","0","https://x.com/Basuki80844076/status/1899575506674286737","920823087351848960","Basuki80844076"
"1899211382245277944","Tue Mar 11 21:37:41 +0000 2025","13","@sternseok sedih komnas perempuan yg jd salah satu perlindungan untuk perempuan mlh kena efisiensi.................","1899575480405336297","","sternseok","in","","0","0","0","https://x.com/nasitongkolbest/status/1899575480405336297","1742376817804333056","nasitongkolbest"
"1899293036590358981","Tue Mar 11 21:36:26 +0000 2025","0","@anyonehungry @worksfess Kerasa bgt dampak efisiensi tuh karena mau gimana pun ada andil negara. Contoh dengan adanya efisiensi jutaan vendor di negara ini kena dampak. Hasilnya adalah ya bisa jadi pailit phk dll :( bnr2 domino effect nya gede bgt","1899575166377537753","","anyonehungry","in","","0","1","0","https://x.com/think_about_dir/status/1899575166377537753","1135692041629757441","think_about_dir"
"1899519081575031005","Tue Mar 11 21:34:56 +0000 2025","0","@KUR4CINO First time liat Vtuber hiatus karena kena efisiensi..","1899574786449432612","","KUR4CINO","et","","0","0","0","https://x.com/nanako_chan96/status/1899574786449432612","1204574607790886912","nanako_chan96"
"1899574211825573989","Tue Mar 11 21:32:39 +0000 2025","0","Efisiensi sangat merata ya dampaknya ~~","1899574211825573989","","","in","","0","0","0","https://x.com/fauziyyaahhh/status/1899574211825573989","1764292987629289473","fauziyyaahhh"
"1899424677539561650","Tue Mar 11 21:31:45 +0000 2025","0","@djaycoholyc namanya juga bagi-bagi jabatan ala efisiensi ndasmu","1899573986796998997","","djaycoholyc","in","South Blue","0","0","0","https://x.com/shoegazeyy/status/1899573986796998997","1235451809801494528","shoegazeyy"
"1899362002314953161","Tue Mar 11 21:31:32 +0000 2025","7","@Migrivata @ardisatriawan Nyerangnya personal mulu krn ga bisa bales/jwab pake statement atau faktadkit2 anak abah dikit2 kalah. Woi move on jgn apa2 dibawa ke kekalahan. Mending urusin tuh kebijakan efisiensi bkin beasiswa pendidikan dipangkas abisrakyat dibkin makin bodoh","1899573932627513403","","Migrivata","in","Yogyakarta, Indonesia","0","1","0","https://x.com/dian_ismyama/status/1899573932627513403","892748416987549696","dian_ismyama"
"1899573896170635489","Tue Mar 11 21:31:23 +0000 2025","0","tuh pack @prabowo kalo mau efisiensi anggaran negara mah bubarin aja satpol pp","1899573896170635489","","","in","","0","0","0","https://x.com/dkmgn/status/1899573896170635489","141762784","dkmgn"
"1899573865908683045","Tue Mar 11 21:31:16 +0000 2025","0","apa uin aja ya... KAMPRET LU EFISIENSI EFISIENSI minimal infoin dari kmrn ga si kocak???","1899573865908683045","","","in","","0","0","0","https://x.com/popposiroyow/status/1899573865908683045","1489601104874975233","popposiroyow"
"1899573739790241879","Tue Mar 11 21:30:46 +0000 2025","0","eh efisiensi kampretttt benci bgt guaaaaa","1899573739790241879","","","in","","0","0","0","https://x.com/popposiroyow/status/1899573739790241879","1489601104874975233","popposiroyow"
"1899413482652791280","Tue Mar 11 21:29:57 +0000 2025","15","@handygusfa @andikamalreza Om @jokoanwar n bung @ernestprakasa Sumpah ini jijik tapi lucu serta tolol Dan bgke nya lagi ini diblg efisiensi. Taik kucing ","1899573533493318015","","handygusfa","in","","0","0","0","https://x.com/R_duadua/status/1899573533493318015","1668953211049476096","R_duadua"
"1899573081418649966","Tue Mar 11 21:28:09 +0000 2025","0","Diogo Jota apik tapi koyo wes balung tuwoo","1899573081418649966","","","in","Anfield","0","0","0","https://x.com/titojhr/status/1899573081418649966","443285366","titojhr"
"1899572796570956066","Tue Mar 11 21:27:01 +0000 2025","12","udah kok tapi emng ga dijelasin aja kalo harus kedata ketiga syarat ini wkwk emng dari sananya aja yg ngasih info ngga diperjelas dari awal sebenarnya udh curiga si liat yg kedata ppke 1-3 gratis soalnya kmrn aja aku bayar trs issue efisiensi naik emng bjir momen https://t.co/cteft31H0f","1899572796570956066","https://pbs.twimg.com/media/GlyjY_VakAAQ8Cd.jpg","","in","6L (entj-a)","0","5","2","https://x.com/nunuisarabbit/status/1899572796570956066","1715340562973552641","nunuisarabbit"
"1899481748032938101","Tue Mar 11 21:24:08 +0000 2025","1","@sbmptnfess Punyaku udah terdata di dua kategori tapi masih belum bisa kip kuliahnya. Dampak efisiensi","1899572070419517842","","sbmptnfess","in","","0","0","0","https://x.com/venusinjoy/status/1899572070419517842","1589129042246402050","venusinjoy"
"1898576357615087799","Tue Mar 11 21:23:46 +0000 2025","0","@kemenhut_ri @prabowo demi efisiensi mending bubarin kementrian ini. Atau ganti nama jadi kementrian Sawit.","1899571976819347624","","kemenhut_ri","in","","0","0","0","https://x.com/daundahan/status/1899571976819347624","1586785547204165632","daundahan"
"1899452417541841369","Tue Mar 11 21:22:24 +0000 2025","0","@KemensetnegRI Bgmn dgn pegawai kontrak yg dirumahkan akibat efisiensi?","1899571634509677011","","KemensetnegRI","in","Indonesia","0","1","0","https://x.com/adityanfahmi/status/1899571634509677011","43053145","adityanfahmi"
"1898977199568323003","Tue Mar 11 21:21:42 +0000 2025","0","@patrickstar0357 @tanyakanrl Bener. Penerimaan CPNS sdh hal yg rutin. Kendala2 administrasi pasti sdh dimitigasi. Ini sepertinya krn efisiensi","1899571456037802258","","patrickstar0357","in","Kota Tua","0","0","0","https://x.com/Dvdssg90/status/1899571456037802258","1619010352834052096","Dvdssg90"
"1899571271836541109","Tue Mar 11 21:20:58 +0000 2025","0","dah sampai di titik memprihatinkan dengan keputusan nyeleneh pemerintah.perasaan gini amat dah pengen efisiensi anggaran.","1899571271836541109","","","in","","0","0","0","https://x.com/RezaChan4/status/1899571271836541109","1078288050885517312","RezaChan4"
"1899359927304593476","Tue Mar 11 21:18:30 +0000 2025","0","@mwfahrizal @barudakbarca @idextratime Kata orang yang klub kesayangannya deket degradasi staff lu noh kena efisiensi","1899570653126390041","","mwfahrizal","in","","0","0","0","https://x.com/Andikawidi8/status/1899570653126390041","1291005672704733184","Andikawidi8"
"1899570466823811258","Tue Mar 11 21:17:46 +0000 2025","0","Mampus buzzer 02 Pak Ndasmu Wowo dan Pak Jokodok! Rasain akibat kelakuan tolol kalian! Ingat kalian kena efisiensi sehingga kalian stres sendiri. https://t.co/Ctv0cm9b8r","1899570466823811258","https://pbs.twimg.com/tweet_video_thumb/GlyhRCTbgAAy6eZ.jpg","","in","","0","0","0","https://x.com/JanuarAnni63084/status/1899570466823811258","1649211953578127360","JanuarAnni63084"
"1899569834389868781","Tue Mar 11 21:15:15 +0000 2025","1","Efisiensi Birokrasi! Kanwil Kemenkum Bali Optimalkan Inovasi Digital - https://t.co/V4QIeqZp7q https://t.co/MTqBNWiiyJ #Bali #BeritaBali #ErrorInk #SinglesInferno4","1899569834389868781","","","in","Kuta Utara, Badung, Bali","0","0","0","https://x.com/Beritabalicom/status/1899569834389868781","88550770","Beritabalicom"
"1899565870051184868","Tue Mar 11 21:12:14 +0000 2025","0","@akhiSUNGCHAN Egk chan ntu cerita si Pitung kalo gue cukup sedekah senyuman aja dulu lagi efisiensi. ","1899569076919492800","","jsungcchan","in","lost in the stars","0","1","0","https://x.com/LoveMyouii/status/1899569076919492800","2437741771","LoveMyouii"
"1899567596854468952","Tue Mar 11 21:06:22 +0000 2025","0","Video: Menhub Pastikan Mudik Gratis Tetap Ada Meski Efisiensi Anggaran https://t.co/0KVhCJD7FU","1899567596854468952","","","in","JKT-INA","0","0","0","https://x.com/20detik/status/1899567596854468952","598959076","20detik"
"1899274106715136143","Tue Mar 11 21:05:47 +0000 2025","4","@direktoridosen Kmren story wa nya dosen gua bilang kalo ada penundaan pencairan dana hibah penelitian krn efisiensi","1899567451639312585","","direktoridosen","in","Bogor Barat, Indonesia","0","0","2","https://x.com/daftarbelanjaa/status/1899567451639312585","1256459750","daftarbelanjaa"
"1899566315641438266","Tue Mar 11 21:01:16 +0000 2025","0","Senegara technical IT support perusahaan plat merah cuma dia lagi dia lagi.. Jadi kalo maintenance barengan semua demi efisiensi wkwk","1899566315641438266","","","in","REG 3","0","0","0","https://x.com/lolibaka/status/1899566315641438266","87822804","lolibaka"
"1899413482652791280","Tue Mar 11 21:00:47 +0000 2025","0","@andikamalreza Efisiensi hanya untuk rakyat kecil. Sisanya jorjoran cuyyyy. Bagi2 aja terus itu jabatan. Mana suka ngaco. Emang Riri Reza Joko Anwar dkk itu tidak kompeten kah di bidangnya?","1899566192156930093","","andikamalreza","in","","0","0","0","https://x.com/naraya_96/status/1899566192156930093","1623719150807040002","naraya_96"
"1899565881564467208","Tue Mar 11 20:59:33 +0000 2025","0","efisiensi dimana mana cuma demi makanan ga jelas begini","1899565881564467208","","","in","she/her","0","0","0","https://x.com/ushiwakwa/status/1899565881564467208","1311485857728098305","ushiwakwa"
"1899564818421686535","Tue Mar 11 20:55:19 +0000 2025","0","hah kipk kena efisiensi?","1899564818421686535","","","in","","0","0","0","https://x.com/_____myaw/status/1899564818421686535","1818891177720266752","_____myaw"
"1899469913028452621","Tue Mar 11 20:51:29 +0000 2025","0","@kemgelapan Ngga dua²nya sama² jadi proyek mangkrak. IKN gajadi dilanjutin karena efisiensi. Stadion baru MU gajadi dibangun karena MU nya keburu degradasi wkwk","1899563852834156882","","kemgelapan","in","","0","0","0","https://x.com/moazra97/status/1899563852834156882","1753810250074083328","moazra97"
"1899326045729198454","Tue Mar 11 20:50:11 +0000 2025","0","@kompascom utk efisiensi bubarkan saja polisi naikan gaji damkar saja..","1899563526131478801","","kompascom","in","","0","0","0","https://x.com/melobelz123/status/1899563526131478801","1832687872820015104","melobelz123"
"1899560138601885828","Tue Mar 11 20:47:50 +0000 2025","0","@kotakwafer Iya bener.. gak ekspek proyek pembangunan pun kena efisiensi juga lagi ini. ‍","1899562934030004237","","kotakwafer","in","🇵🇸🍉","0","1","0","https://x.com/theriverism/status/1899562934030004237","1347608347801915392","theriverism"
"1899548014961979446","Tue Mar 11 20:46:41 +0000 2025","0","@easyjep Efisiensi","1899562643767402822","","easyjep","es","","0","1","0","https://x.com/sanatamizana/status/1899562643767402822","2577724758","sanatamizana"
"1899562612205191174","Tue Mar 11 20:46:33 +0000 2025","0","ini lg pemerintah dzolim efisiensi tai. kalangan bawah jg kena imbas nya tiati lu pemerintah kl rakyat nya bersaksi brengsek nya kebijakan lu","1899562612205191174","","","in","","0","0","0","https://x.com/jijeyoa/status/1899562612205191174","1002613768843493376","jijeyoa"
"1899561104751366258","Tue Mar 11 20:40:34 +0000 2025","0","Banyak duit yak lu han ampe mau anak 5 gini ditegur pemerintah baru tau rasa loh lagi efisiensi inii!!! Rumah tangga reyuwi gak terkena dampak efisiensi kali yak??!!","1899561104751366258","","","in","","0","0","0","https://x.com/milochocomilo/status/1899561104751366258","1424404442535776258","milochocomilo"
